longitude;latitude;Road name;Culvert material;Overall condition;Height (in.);Width (in.);Length (ft.);Culvert type
-72.804779999;43.263789477;HIGHLAND VIEW RD;Steel Corrugated;Good;18;18;40;Round
-72.711122352;44.382477779;MAPLE ST;Steel Corrugated;Closed;12;12;35;Round
-72.54055439;44.164883245;MILLER RD EXT;Steel Corrugated;Good;18;18;150;Round
-73.291691353;44.702059924;EAST SHORE S;Aluminum Corrugated;Good;16;16;30;Round
-72.36491489;44.678736362;LOST NATION RD;Steel Corrugated;Good;15;15;40;Round
-72.701069995;43.903149855;MACINTOSH HILL RD;Plastic Smooth;Fair;18;18;30;Round
-72.074821213;44.359292438;JOES BROOK RD;Steel Corrugated;Excellent;18;18;60;Round
-73.280218701;43.989165311;PAYNE DR;Steel Corrugated;Excellent;18;18;30;Round
-72.482981912;44.610429936;BALDWIN BROOK RD;Plastic Smooth;Good;14;14;36;Round
-72.663706566;43.097210937;SIMPSON BROOK RD;Steel Corrugated;Good;15;15;35;Round
-72.021827329;44.369919667;OLD SILO RD;Steel Corrugated;Excellent;24;24;84;Round
-72.724234;44.004798;THRESHER RD;Steel Corrugated;Poor;15;15;30;Ellipse/Squashed
-72.073658286;44.26691915;SYMNS POND RD;Concrete Sectional;Excellent;72;76;30;Box
-72.482694181;44.840810978;BALANCE ROCK RD;Steel Corrugated;Good;12;12;35;Round
-73.088359606;44.514004561;LOST NATION RD;"Pipe, Plastic";Good;24;24;21;Round
-73.072022323;44.544519878;OLD STAGE RD;"Pipe, Plastic";Good;18;18;30;Round
-72.974387;43.700474;CREED HILL RD;Plastic Smooth;Good;18;18;40;Round
-72.259539978;44.362264909;HOUGHTON RD;Steel Corrugated;Good;15;15;40;Round
-72.696223168;43.443994959;SPRUCE LN;Steel Corrugated;Fair;12;12;26;Round
-72.467667;43.463634;SKI TOW RD;Steel Corrugated;Good;36;36;72;Round
-72.630064659;43.099734777;ATHENS RD;Steel Corrugated;Good;36;36;40;Round
-72.281801555;44.789108484;CREEK RD;Steel Corrugated;Poor;12;12;50;Round
-72.223713877;44.463243068;NOYESTAR RD;Steel Corrugated;Fair;15;15;40;Round
-72.848186251;44.640218277;WILLIAMSON RD;Plastic Corrugated;Poor;15;15;30;Round
-72.113184763;44.422377679;OLD STAGECOACH RD;Plastic Corrugated;Excellent;18;18;52;Round
-73.044946;44.067228;LAFRANCE RD;Steel Corrugated;Good;30;35;15;Round
-71.948006304;44.545625155;TOWN FARM DR;Steel Corrugated;Good;15;15;30;Round
-72.1233999;44.855163626;LAFOE LN;Steel Corrugated;Fair;12;12;26;Round
-72.557998433;43.731379785;ASHLEY RD;Steel Corrugated;Good;15;15;30;Round
-72.694740508;44.489763452;WEEKS HILL RD;Plastic Corrugated;Good;18;18;25;Round
-73.202032078;44.399420429;COLLAMER CIR;Steel Corrugated;Fair;12;12;50;Round
-72.79543226;44.177231036;COMMON RD;Plastic Corrugated;Good;18;18;50;Round
-72.552852441;42.797141881;FRANKLIN RD;Plastic Smooth;Good;15;15;160;Round
-72.459075013;44.51346212;E ELMORE RD;Plastic Corrugated;Good;48;48;40;Round
-73.041729589;44.901496643;COOK RD;Steel Corrugated;Good;18;18;35;Round
-72.817495772;44.111942004;E WARREN RD;Steel Corrugated;Fair;18;18;55;Round
-72.465828633;44.317483447;TUCKER RD;Steel Corrugated;Fair;15;15;40;Round
-71.989042876;44.411286295;DANIELS FARM RD;Steel Corrugated;Good;999999;999999;999999;Drop Inlet
-73.21234693;42.761252401;BROOKMAN RD;Plastic Smooth;Critical;12;12;20;Round
-72.407633611;43.578186673;QUECHEE RD;Steel Corrugated;Good;18;18;60;Round
-72.526184493;43.775938822;BROAD BROOK RD;Steel Corrugated;Good;18;18;35;Round
-72.189225083;44.706996536;SCHOOL ST;Steel Corrugated;Good;48;60;46;Ellipse/Squashed
-72.149092089;44.887647718;HINMAN SETTLER RD;Steel Corrugated;Fair;12;12;44;Round
-73.14274235;44.457398479;SHUNPIKE RD;Steel Corrugated;Fair;12;12;23;Round
-72.791687621;43.048310474;MELIS RD;Steel Corrugated;Good;15;15;25;Round
-72.605757;43.937607;SOUTH RANDOLPH RD;Plastic Corrugated;Fair;15;15;20;Round
-72.130724556;44.289836907;ROY MTN RD;Plastic Corrugated;Excellent;18;18;20;Round
-73.077029324;44.361109267;MAGEE HILL RD;Steel Corrugated;Fair;12;12;30;Round
-72.221148526;44.679543094;PERRON HL;Steel Corrugated;Good;48;48;35;Round
-72.437154709;44.62719755;GLENN ANDERSON LOOP;Steel Corrugated;Good;24;24;40;Round
-72.465384822;44.326114048;LIGHTENING RIDGE RD;Steel Corrugated;Good;24;24;40;Round
-72.55373868;44.238693949;MOONLIGHT TER;Steel Corrugated;Fair;12;12;20;Round
-72.065539353;44.594724421;SUTTON RD;Steel Corrugated;Poor;12;12;28;Round
-72.42612025;44.344571789;LUCE RD;Steel Corrugated;Poor;15;15;35;Round
-72.306809435;43.707230367;MAIN ST;Mixed;Good;1;1;1;Drop Inlet
-72.648220807;45.002668965;CORLISS RD;Unknown;Unknown;999999;999999;999999;Unknown
-72.743982575;43.849336859;HOOPER HOLLOW RD;Plastic Smooth;Good;18;18;40;Round
-72.463851136;44.21572278;WINDY WOOD RD;Steel Corrugated;Fair;12;12;60;Round
-73.285624996;44.865714409;POOR FARM RD;"Pipe, Plastic";Good;6;6;30;Round
-72.886893;44.165902;GERMAN FLATS RD;Steel Corrugated;Poor;18;18;70;Round
-72.779128677;43.644095111;TELEFON TRL;Plastic Smooth;Excellent;18;18;40;Round
-73.383587969;43.818621671;SHOALES DR;Steel Corrugated;Fair;15;15;30;Round
-73.115215161;43.069407862;NORTH RD;Other;Unknown;24;24;60;Round
-72.273923417;44.619051645;TOWN HWY 8;"Pipe, Plastic";Good;12;12;32;Round
-72.442439819;44.791765045;IRISH HILL RD;Steel Corrugated;Good;12;12;23;Round
-72.38747823;43.853793623;AMES RD;Steel Corrugated;Good;12;12;24;Round
-72.743081499;42.793386289;TUCKER RD;Plastic Smooth;Good;18;18;40;Round
-73.007277846;44.457528052;BARBER FARM RD;Plastic Corrugated;Good;24;24;30;Round
-72.49934;43.530234;SILVER HILL RD;Plastic Smooth;Good;18;18;20;Round
-72.561769925;44.378248339;MINISTER BROOK RD;Plastic Corrugated;Good;18;18;40;Round
-72.316309846;44.818926781;SANVILLE DR;Steel Corrugated;Fair;12;12;25;Round
-73.106781563;44.385098722;WILLOW BROOK LN;Steel Corrugated;Good;18;18;38;Round
-73.264668489;44.889130177;BRIDGE RD;Steel Corrugated;Fair;18;18;34;Round
-72.940785533;42.786985389;POTTER HILL RD;Steel Corrugated;Excellent;18;18;40;Round
-72.850627396;44.093846718;FULLER HILL RD;Steel Corrugated;Good;18;18;32;Round
-72.054518318;44.519308099;GREENPOINT LN;Steel Corrugated;Fair;30;30;40;Round
-72.413237974;44.626173971;DENTON HILL RD;Plastic Smooth;Good;15;15;40;Round
-73.335125793;44.882758459;MAIN ST;Steel Corrugated;Good;18;18;30;Round
-73.11735;43.767014;HIGH POND RD;Plastic Smooth;Good;18;18;33;Round
-72.22658957;44.773059233;LEBLANC RD;Steel Corrugated;Excellent;12;12;30;Round
-73.207955546;42.966878032;VT ROUTE 7A;"Pipe, Plastic";Good;24;24;30;Round
-72.650083464;43.284085356;GOLDTHWAITE RD;Plastic Corrugated;Good;24;24;32;Round
-73.394054;44.083402;LAKE ST;Gray Plastic;Excellent;18;18;28;Round
-72.497988373;44.172392909;SILVER CIR;Plastic Smooth;Fair;15;15;35;Other
-72.596218;44.341161;GOVERNMENT HILL RD;Steel Corrugated;Good;18;18;40;Round
-73.002221828;44.832011074;SWANTON HILL RD;Plastic Corrugated;Excellent;36;36;30;Round
-73.274281;44.133843;HOPKINS RD;Plastic Corrugated;Good;15;15;40;Round
-72.347674909;44.600753581;HARRINGTON RD;"Pipe, Plastic";Good;12;12;30;Round
-73.233589005;43.814273226;OLD SAWMILL RD;Steel Corrugated;Poor;18;18;40;Round
-72.762105605;43.211428965;CROMACK LN;Plastic Smooth;Excellent;18;18;34;Drop Inlet
-72.793011168;43.891384662;BROOK ST;Steel Corrugated;Good;18;18;40;Round
-72.189429664;44.750959575;MUNICIPAL LN;"Pipe, Plastic";Good;12;12;55;Round
-72.82027116;43.089814013;METCALF RD;Steel Corrugated;Good;18;18;35;Round
-73.23591469;42.766162982;OAK HILL SCHOOL RD;Plastic Corrugated;Good;18;18;60;Drop Inlet
-73.161971377;44.714072882;SAND HILL RD;Steel Corrugated;Fair;18;18;40;Round
-73.017977;43.75552;SUGAR HOLLOW RD;Plastic Smooth;Good;18;18;40;Round
-72.690334216;45.009875077;PINNACLE RD;Plastic Corrugated;Excellent;18;18;30;Round
-72.478435192;44.23032444;SPRUCE MOUNTAIN VIEW DR;Steel Corrugated;Good;15;15;35;Round
-72.532147262;43.727976329;TWIN POND RD;Steel Corrugated;Good;12;12;45;Drop Inlet
-72.564883033;43.196676119;FISHER HILL RD;Plastic Smooth;Good;18;18;30;Round
-72.466281166;43.123042036;ROUTE 121;Concrete Sectional;Good;24;24;66;Drop Inlet
-72.684636;43.97676;HOCKMAN HILL RD;Plastic Smooth;Good;24;24;40;Round
-73.092365561;44.635995697;WESTFORD RD;Plastic Corrugated;Good;24;24;50;Round
-72.381895557;44.233717773;SPRUCE MOUNTAIN RD;Other;Poor;18;18;45;Other
-73.015473842;44.679276231;BUCK HOLLOW RD;Plastic Corrugated;Excellent;24;24;40;Round
-72.766909995;42.794185255;BROOK RD;Plastic Smooth;Good;18;18;40;Round
-72.758159797;42.778636465;JACKSONVILLE STAGE RD;Steel Corrugated;Fair;15;15;20;Round
-72.874318201;44.208211303;STAGECOACH RD;Steel Corrugated;Poor;15;15;40;Round
-73.406945;43.632359;WESTON HOLLOW RD;Steel Corrugated;Poor;15;15;16;Round
-72.670380065;44.851525639;ENOSBURG MOUNTAIN RD;Plastic Corrugated;Excellent;18;18;54;Round
-72.206039339;44.679960993;PERRON HL;Steel Corrugated;Good;18;18;34;Round
-73.369885508;43.682439258;MONUMENT RD;Plastic Corrugated;Good;15;15;20;Round
-72.998319909;44.169443239;LAFAYETTE RD;Steel Corrugated;Fair;18;18;30;Round
-73.20742267;42.960187807;BAHAN RD;"Aluminum, wrought iron, or cast iron";Excellent;72;72;32;Round
-72.798967;44.683042;QUINN RD;Metal - undefined type;Good;78;84;30;Round
-72.3529;43.867865;ALGER BROOK RD;Plastic Corrugated;Excellent;36;36;35;Round
-72.32548437;43.763027473;NEEDHAM RD;Plastic Corrugated;Good;15;15;30;Round
-72.773537647;43.630085565;E MOUNTAIN RD;Plastic Smooth;Excellent;24;24;75;Round
-72.776814308;43.644298545;WOBBLY LN;Plastic Smooth;Excellent;18;18;60;Round
-72.003719904;44.585207915;RUGGLES RD;Steel Corrugated;Fair;18;18;30;Round
-72.225730063;44.036742617;HAYWARD RD;Plastic Corrugated;Good;18;18;40;Round
-72.036308137;44.884087073;GRATTON HILL RD;Plastic Smooth;Excellent;18;18;40;Round
-72.876213708;43.255007398;ANDERSON RD;Steel Corrugated;Good;15;15;32;Round
-72.856448;44.252225;SHARPSHOOTERS RD;Steel Corrugated;Good;18;18;62;Round
-72.568315567;42.984134598;WEST HL;Steel Corrugated;Fair;15;15;42;Round
-73.03588873;44.307601837;LINCOLN HILL RD;Plastic Corrugated;Good;16;16;20;Round
-72.755547803;44.821044712;WITCHCAT RD;Steel Corrugated;Fair;12;12;35;Round
-71.65784981;44.982241237;CANAAN HILL RD;Plastic Corrugated;Excellent;18;18;40;Round
-72.471517;43.51105;BROWNSVILLE HARTLAND RD;Steel Corrugated;Good;30;30;48;Round
-72.947767769;44.563781078;REPA RD;Steel Corrugated;Good;18;18;40;Round
-72.570282634;44.220305022;PAINE TPKE N;Steel Corrugated;Good;156;132;120;Ellipse/Squashed
-72.725345569;43.476024417;PATCH BROOK RD;Plastic Corrugated;Good;18;18;20;Round
-72.228739481;44.032221976;HAYWARD RD;Plastic Smooth;Good;18;18;40;Round
-72.483569496;44.825398472;GREEN HILL RD;"Pipe, Plastic";Good;18;18;40;Round
-72.638840047;43.917699468;CLOVER HILL RD;Steel Corrugated;Good;36;36;37;Round
-73.229283842;43.255802965;VT ROUTE 153;Plastic Smooth;Poor;15;15;40;Round
-73.004435;44.382851;HUNTINGTON RD;Plastic Corrugated;Fair;24;24;20;Round
-72.580618348;44.555326849;FAIRWOOD HTS;Steel Corrugated;Fair;12;12;40;Round
-72.501467884;44.032935998;DODGE RD;Concrete Sectional;Poor;36;36;25;Round
-72.616822;43.989624;RIDGE RD;Plastic Corrugated;Poor;15;15;30;Round
-72.041356627;44.761243594;LONG POND RD;Steel Corrugated;Good;18;18;30;Round
-71.915598926;44.462858198;BURROUGHS RD;Steel Corrugated;Poor;12;12;30;Round
-72.410885485;43.782922661;ODONNELL FARM RD;Plastic Corrugated;Good;6;6;40;Round
-72.494434953;44.181803633;QUARRY HILL RD;Steel Corrugated;Good;60;60;90;Round
-73.330688417;43.747429338;FRAZIER HILL RD;Steel Corrugated;Fair;15;15;40;Round
-73.220231;44.316044;HINESBURG RD;Plastic Corrugated;Good;15;15;24;Round
-72.54791026;43.434412939;SENNA RD;Plastic Corrugated;Good;15;15;30;Round
-72.959880965;43.192164289;SYLVAN RIDGE RD;Plastic Smooth;Urgent;18;18;50;Round
-72.290501987;44.098570076;HONEY CORNERS RD;Steel Corrugated;Fair;16;16;20;Round
-72.465154424;44.181430662;E COBBLE HILL RD;Steel Corrugated;Poor;15;15;50;Round
-72.045024771;44.635145851;SHEFFIELD RD;Steel Corrugated;Good;60;60;40;Round
-73.193997145;44.444128985;SWIFT ST;Plastic Corrugated;Good;18;18;40;Round
-73.111300547;43.090124623;NORTH RD;Plastic Corrugated;Excellent;15;15;20;Round
-72.985393704;44.528986267;HANLEY LN;Plastic Corrugated;Good;18;18;30;Round
-72.628125916;44.934777613;COMBS RD;Plastic Corrugated;Good;12;12;25;Round
-72.970113158;44.510661303;RACEWAY RD;Steel Corrugated;Good;48;48;75;Round
-73.181382;44.25693;ROTAX RD;Steel Corrugated;Good;30;30;30;Round
-72.249369469;43.968222981;BEAVER MEADOW RD;Plastic Corrugated;Fair;15;15;30;Round
-73.223675035;44.366312644;MOUNT PHILO RD;"Pipe, Plastic";Good;24;24;20;Round
-72.84850537;43.20456902;LIVERMORE MILLS RD;Steel Corrugated;Good;12;12;30;Round
-73.177782581;44.403945417;DORSET ST;Plastic Corrugated;Good;24;24;75;Round
-72.835489032;42.917947368;E DOVER RD;Plastic Smooth;Excellent;18;18;54;Round
-72.747534182;43.034983894;E HILL RD;Steel Corrugated;Poor;15;15;24;Round
-72.769300239;44.701832818;LAPLAND RD;Steel Corrugated;Good;18;18;22;Round
-72.292551691;43.716862638;CHURCH ST;Concrete Sectional;Good;1;1;1;Drop Inlet
-72.240125417;44.570637663;GONYAW RD;Steel Corrugated;Good;24;24;30;Round
-72.913318759;44.517411181;LOWER ENGLISH SETTLEMENT RD;Steel Corrugated;Poor;12;12;30;Round
-72.671655044;42.918736797;STICKNEY BROOK RD;Steel Corrugated;Good;15;15;30;Round
-72.098608429;44.953325481;ANN WILSON RD;Steel Corrugated;Good;60;60;40;Round
-72.799947657;43.663719211;KILLINGTON RD;Steel Corrugated;Excellent;24;24;75;Round
-73.204028117;44.247058091;FULLER MOUNTAIN RD;Plastic Corrugated;Excellent;18;18;38;Round
-72.12089299;44.173332243;WHEELER RD;Steel Corrugated;Fair;60;60;25;Round
-72.490095282;44.062033773;WILLIAMSTOWN RD;Steel Corrugated;Fair;72;72;77;Round
-72.785821398;43.646625501;MCCLALLEN DR;Steel Corrugated;Critical;15;15;30;Round
-72.555137673;43.24318051;GREEN MOUNTAIN TPKE;Plastic Corrugated;Excellent;24;24;30;Round
-72.585476689;42.833362037;GUILFORD ST;Concrete Sectional;Fair;18;18;0;Round
-73.39875987;43.966000631;LAKE ST;Steel Corrugated;Good;18;18;36;Round
-73.338450517;44.176531058;WEBSTER RD;Plastic Corrugated;Good;15;15;40;Round
-72.193440382;44.144771311;EMERSON RD;Stone;Fair;32;32;25;Round
-72.471207425;44.942907322;DEER PATH;Steel Corrugated;Fair;12;12;34;Round
-73.025285513;43.527867222;WALKER MOUNTAIN RD;Plastic Corrugated;Good;18;18;38;Round
-72.121856409;44.365613056;THADDEUS STEVENS RD;Plastic Corrugated;Excellent;18;18;45;Round
-72.822156228;44.079795581;PRICKLY MOUNTAIN RD;Steel Corrugated;Closed;18;18;40;Round
-72.336628022;43.719290794;BRAGG HILL RD;Concrete Sectional;Good;48;120;40;Box
-73.292802;43.965254;HEMENWAY RD;Steel Corrugated;Fair;42;42;22;Round
-73.00048008;44.182393715;LAFAYETTE RD;Steel Corrugated;Fair;24;24;30;Round
-72.851443844;44.640913667;WILLIAMSON RD;Steel Corrugated;Fair;18;18;28;Round
-72.99919;44.68763;HUNTVILLE RD;Steel Corrugated;Excellent;18;18;40;Round
-73.131051155;44.60586755;COBBLE HILL RD;Plastic Corrugated;Fair;18;18;30;Round
-72.705345866;43.151580177;ABBOTT RD;Steel Corrugated;Fair;18;18;40;Round
-72.202122702;44.856004395;RIVER RD;Steel Corrugated;Good;18;18;38;Round
-72.87827173;44.735882108;TAYLOR RD;Steel Corrugated;Good;18;18;36;Round
-72.875730732;44.53056018;PLEASANT VALLEY RD;Steel Corrugated;Fair;18;18;40;Round
-72.173810313;44.281661163;FIELD RD;Steel Corrugated;Excellent;18;18;30;Round
-72.51871132;43.999037709;STONE RD;Steel Corrugated;Fair;15;15;25;Round
-72.084789435;44.317687384;BARNET CENTER RD;Steel Corrugated;Excellent;18;18;30;Round
-72.019732085;44.456649639;FLANDERS DR;Plastic Smooth;Excellent;18;18;40;Round
-72.444002799;43.730363443;KENYON HILL RD;Steel Corrugated;Good;16;16;30;Round
-72.976327837;44.505137057;STARBIRD RD;Steel Corrugated;Excellent;15;15;40;Round
-73.150625404;43.068549691;BUCK HILL RD;"Aluminum, wrought iron, or cast iron";Poor;12;12;20;Round
-72.952040092;42.751695245;BOSLEY HILL RD;Steel Corrugated;Poor;12;12;35;Round
-73.090485;44.152747;MONKTON RD;Plastic Smooth;Good;18;18;45;Round
-72.52541716;43.621969531;CHURCH ST EXT;Steel Corrugated;Good;12;12;12;Round
-72.163284492;44.612302204;DUNN MOUNTAIN RD;Steel Corrugated;Fair;12;12;22;Round
-73.050948694;44.526556162;BIXBY HILL RD;"Pipe, Plastic";Good;18;18;30;Round
-73.107052552;44.436849397;HURRICANE LN;Steel Corrugated;Good;38;38;63;Round
-73.020333;44.282428;MASON HILL N;Steel Corrugated;Good;18;18;35;Round
-72.818965337;43.976992756;N HOLLOW RD;Steel Corrugated;Good;48;72;40;Ellipse/Squashed
-73.015837057;44.483443161;SKUNK HOLLOW RD;Steel Corrugated;Good;48;48;60;Round
-73.096888462;44.637768511;WESTFORD RD;Steel Corrugated;Fair;18;18;20;Round
-73.312470575;43.681334116;STAGE RD;Plastic Corrugated;Good;15;15;20;Round
-72.721776;43.941617;RIFORD BROOK RD;Steel Corrugated;Fair;15;15;30;Round
-73.213636357;44.23953412;SHELLHOUSE MT RD;Steel Corrugated;Fair;18;18;50;Round
-72.376650384;44.383675506;DUCHARME RD;Steel Corrugated;Fair;12;12;27;Round
-73.069540612;44.688624292;SKUNK HILL RD;Steel Corrugated;Fair;16;16;30;Round
-72.901320004;44.504759672;KRUG RD;"Pipe, Plastic";Good;18;18;40;Round
-71.705287486;44.49575448;POND HILL RD;Plastic Smooth;Excellent;18;18;40;Round
-73.030356756;44.610166125;WOODS HOLLOW RD;Plastic Corrugated;Good;18;18;30;Round
-73.248514409;43.733012969;ROUTE 144;Steel Corrugated;Good;15;15;40;Round
-72.3109954;43.723561034;TURNPIKE RD;Steel Corrugated;Fair;15;15;10;Drop Inlet
-72.497694316;44.276677616;QUAKER RD;Steel Corrugated;Poor;15;15;40;Round
-72.609036107;43.272118787;LOVERS LANE RD;Steel Corrugated;Poor;24;24;30;Round
-73.103694033;44.524057687;LOST NATION RD;Plastic Corrugated;Fair;15;15;34;Round
-72.869532877;44.610035154;LOWER PLEASANT VALLEY RD;Steel Corrugated;Poor;15;15;48;Round
-72.605188749;43.94241848;FURNACE ST;Plastic Corrugated;Good;15;15;32;Round
-72.076143043;44.748977623;LAKEVIEW RD;Steel Corrugated;Good;12;12;55;Round
-72.45128012;44.387108655;N CALAIS RD;Steel Corrugated;Good;15;15;40;Round
-72.657574995;44.125627112;PRESTON DR;Other;Fair;15;15;50;Other
-72.759350557;43.288699208;WESTON ANDOVER RD;Concrete Sectional;Excellent;17;17;52;Round
-72.561720334;43.367904423;BALTIMORE RD;Steel Corrugated;Good;10;10;20;Round
-72.571488314;44.533420711;LOWER ELMORE MOUNTAIN RD;Plastic Corrugated;Excellent;15;15;60;Round
-72.785861498;44.194070977;EAST RD;Mixed;Good;18;18;50;Round
-72.369476846;43.625411301;NEAL RD;"Pipe, Plastic";Fair;0;0;45;Round
-72.353470369;43.739950385;BRAGG HILL RD;Steel Corrugated;Poor;18;18;35;Round
-73.003631598;44.524931879;OLD PUMP RD;"Pipe, Plastic";Good;24;24;40;Round
-72.982193827;44.505445036;SNOWFLAKE DR;Steel Corrugated;Fair;12;12;20;Round
-72.560042;43.937742;SILLOWAY RD;Steel Corrugated;Fair;15;15;34;Round
-72.30966253;44.129274375;CROSSROAD;Stone;Fair;24;24;20;Round
-73.35823513;43.71174423;CARTER ST;Steel Corrugated;Good;12;12;40;Round
-72.730972347;44.847087888;HORSESHOE CIR;Plastic Corrugated;Excellent;15;15;40;Round
-72.149861576;44.369481287;EVERGREEN LN;Steel Corrugated;Excellent;15;15;40;Round
-72.132420439;44.684210466;NEW DUCK POND RD;Steel Corrugated;Fair;18;18;30;Round
-72.229131855;44.714970906;PARKER RD;Steel Corrugated;Fair;15;15;22;Round
-72.132079347;44.035211049;GOSHEN RD E;Plastic Smooth;Good;18;18;40;Round
-72.372150668;44.500347925;JENNE RD;Steel Corrugated;Good;24;24;55;Drop Inlet
-72.99197897;44.421353427;WESTALL DR;Steel Corrugated;Fair;18;18;20;Round
-73.115566;44.163606;HARDSCRABBLE RD;Steel Corrugated;Fair;12;12;52;Round
-73.006272648;43.506471229;E TINMOUTH RD;Steel Corrugated;Good;18;18;31;Round
-72.505750641;43.707982699;GALAXY HILL RD;Steel Corrugated;Good;18;18;25;Round
-72.282310972;43.82045385;ROUTE 132;Steel Corrugated;Good;24;24;60;Round
-72.614580643;43.502863438;BROWN SCHOOLHOUSE RD;Plastic Corrugated;Excellent;18;18;30;Round
-72.891742269;44.508800948;STEVENSVILLE RD;Steel Corrugated;Good;10;10;30;Round
-72.642994007;42.9964888;RADWAY HILL RD;Steel Corrugated;Critical;15;15;30;Round
-72.872158579;43.249755131;ANDERSON RD;Steel Corrugated;Good;15;15;34;Round
-72.060821351;44.422181243;LIBRARY RD;Steel Corrugated;Excellent;18;18;30;Round
-72.30746945;44.992319138;FARRAR RD;Plastic Smooth;Good;24;24;32;Round
-72.43191953;44.551863286;MARSH RD;Steel Corrugated;Good;15;15;38;Round
-71.606165118;44.515772129;FELLOWS RD;Steel Corrugated;Good;24;24;20;Round
-73.052828768;44.986372414;ROLLO RD;Other;Good;15;15;40;Other
-71.948273677;44.499981501;WILLEY FARM RD;Steel Corrugated;Poor;12;12;30;Round
-72.709345957;43.283407943;WESTON ANDOVER RD;Steel Corrugated;Fair;16;16;42;Round
-72.230422385;43.794433441;BURNHAM RD;Steel Corrugated;Fair;15;15;40;Round
-71.721013249;44.430342511;BAPTIST HILL RD;Steel Corrugated;Good;15;15;50;Round
-72.194659967;44.93428033;MOUNT VERNON ST;Plastic Smooth;Good;12;12;20;Round
-72.128688808;44.801139996;SAWMILL LN;"Pipe, Plastic";Good;12;12;61;Round
-73.142888184;44.549840318;EAST RD;Steel Corrugated;Good;48;48;60;Round
-73.090676849;44.759844239;CONGER RD;Concrete Sectional;Good;60;72;60;Arch
-72.075324531;44.648851349;UNION HOUSE RD;Steel Corrugated;Good;15;15;30;Round
-73.142869;43.474598;COY HILL RD;Steel Corrugated;Poor;18;18;28;Round
-72.475014;43.935084;DICKERMAN HILL RD;Plastic Corrugated;Fair;15;15;40;Round
-72.841102728;43.04400606;SAWMILL RD;Plastic Smooth;Good;18;18;30;Round
-73.231722892;42.809424356;CARPENTER HILL RD;Plastic Smooth;Excellent;18;18;40;Round
-72.368340435;43.75232599;TUCKER HILL RD;Steel Corrugated;Fair;48;48;50;Round
-73.006253905;43.220553442;US ROUTE 7;Unknown;Unknown;999;999;999;Unknown
-72.270853331;43.827826237;POOR FARM RD S;Steel Corrugated;Good;36;36;40;Round
-72.699141572;43.877632447;GILEAD BROOK RD;Plastic Smooth;Good;18;18;30;Round
-72.295611712;43.800171486;NORFORD LAKE RD;Plastic Smooth;Excellent;18;18;40;Round
-72.341997571;44.003941875;CROSS RD;Steel Corrugated;Poor;36;36;48;Round
-72.12836146;44.291832114;ROY MTN RD;Steel Corrugated;Excellent;18;18;35;Round
-72.753494;43.946716;KENDALL RD;Steel Corrugated;Fair;30;42;40;Ellipse/Squashed
-72.224355268;44.792319933;LAKE REGION RD;Steel Corrugated;Poor;12;12;36;Round
-73.07515022;44.535229993;OLD STAGE RD;Steel Corrugated;Good;18;18;30;Round
-72.280067398;44.361678777;OLD ROUTE 2;Concrete Sectional;Poor;15;15;50;Round
-72.060202458;44.079870712;CHAPEL ST;"Pipe, Plastic";Closed;12;12;24;Round
-72.438042982;43.657531331;QUECHEE MAIN ST;"Pipe, Plastic";Good;15;15;60;Round
-72.482679396;44.263794602;PINE RIDGE RD;Plastic Corrugated;Good;15;15;40;Round
-72.619972457;43.243066945;POPPLE DUNGEON RD;Plastic Corrugated;Excellent;36;36;60;Round
-72.161028853;43.90143367;BATCHELDER RD;Steel Corrugated;Fair;48;48;40;Round
-72.626247226;43.793426272;CLEVELAND BROOK RD;Plastic Corrugated;Closed;15;15;30;Round
-73.103371674;43.087611009;COBBS RD;Other;Unknown;24;24;40;Round
-72.541033592;43.47545852;HAGEN HILL RD;Aluminum Corrugated;Good;24;24;24;Round
-72.657158756;42.976516797;BACK ST;Mixed;Excellent;18;18;30;Round
-72.849504;44.242192;N FAYSTON RD;Steel Corrugated;Critical;18;18;60;Round
-72.624176463;44.669020642;OBER HILL RD;Steel Corrugated;Good;36;36;34;Round
-73.204208314;44.400205305;POTTER PL;Plastic Corrugated;Good;15;15;20;Round
-72.828279466;42.916511855;SMITH RD;Plastic Smooth;Excellent;18;18;30;Round
-72.944494268;43.517668695;EAST ST;Steel Corrugated;Poor;18;18;37;Round
-73.04278;43.784386;BIRCH HILL RD;Steel Corrugated;Urgent;12;12;41;Round
-72.150299696;44.825317196;OLD STONE HOUSE RD;Steel Corrugated;Fair;24;24;26;Round
-72.89528845;44.968431097;RILEY RD;Plastic Corrugated;Fair;12;12;50;Round
-72.59432839;44.108423345;MALONEY RD;Steel Corrugated;Fair;24;24;35;Round
-72.932061;42.745619;BOSLEY HILL RD;Steel Corrugated;Fair;18;18;70;Round
-72.623560143;43.440139876;S READING RD;Plastic Corrugated;Fair;15;15;44;Round
-72.362408239;44.021282559;BACKWAY RD;Steel Corrugated;Good;18;18;40;Round
-73.012111;44.33835;TEXAS HILL RD;Plastic Corrugated;Good;1;1;30;Round
-73.155813658;43.808210893;WILLOWBROOK RD;Steel Corrugated;Fair;15;15;35;Round
-71.897390685;44.424547821;FORMOR RD;Steel Corrugated;Good;12;12;30;Round
-72.419858977;43.709926346;WESTFIELD DR;"Pipe, Plastic";Good;12;12;40;Round
-72.339844658;44.414791359;COITS POND RD;Steel Corrugated;Poor;18;18;25;Round
