-87.336;37.915
-86.786;37.942
-87.5;37.65
-90.923;30.138
-90.755;30.049
-77.469;39.334
-89.564;36.51
-114.139;48.392
-74.75;44.983
-74.881;44.943
-80.873;39.675
-80.05;33.045
-83.968;35.781
-96.554;28.673
-97.076;30.562
-97.25;27.883
-120.681;45.729
-122.706;48.847
-81.826;38.934
-115.597;47.593
-95.036;29.657
-88.901;36.828
-88.791;36.774
-88.667;36.824
-88.647;36.798
-88.668;36.814
-88.695;36.695
-88.649;36.795
-88.7;36.8
-88.7;36.8
-88.659;36.782
-88.222;35.97
-88.176;36.041
-89.142;34.642
-88.573;33.768
-90.143;34.469
-90.905;34.5
-88.467;35.875
-88.499;36.004
-88.442;35.898
-88.473;35.867
-88.75;36.078
-88.461;36.41
-88.529;36.351
-88.364;36.417
-88.512;36.279
-88.333;36.45
-88.469;36.189
-88.469;36.499
-88.388;36.226
-88.417;36.4
-88.644;36.198
-88.641;36.22
-88.611;36.184
-88.618;36.204
-88.615;36.216
-88.615;36.216
-88.632;36.13
-88.601;36.157
-88.661;36.208
-88.711;36.182
-88.681;36.236
-88.683;36.189
-88.707;36.185
-87.338;36.192
-88.683;36.141
-88.74;36.184
-88.716;36.211
-88.655;36.219
-88.702;36.235
-88.526;36.28
-88.536;36.283
-88.65;36.133
-88.525;36.283
-88.659;36.226
-88.659;36.2
-88.698;36.182
-95.024;32.087
-95.128;32.146
-118.346;37.403
-84.774;34.154
-84.77;34.159
-91.389;39.934
-90.005;38.597
-91.095;29.667
-93.247;30.23
-93.248;30.228
-91.835;29.944
-89.969;30.042
-90.031;30.031
-91.187;29.687
-90.687;29.551
-90.728;37.972
-116.428;41.07
-116.527;40.709
-116.724;40.67
-116.725;40.63
-116.724;40.67
-116.937;40.649
-116.88;40.271
-116.88;38.97
-89.345;36.053
-97.482;25.925
-94.833;29.333
-95.184;29.752
-95.154;29.745
-97.293;27.706
-97.416;27.818
-86.454;32.021
-109.238;35.195
-109.23;35.2
-110.805;33.335
-116.28;35.86
-116.48;36.39
-120.793;36.453
-116.673;34.849
-105.344;38.418
-90.207;32.269
-88.569;33.764
-88.527;33.767
-104.55;45.05
-104.5;45.02
-114.747;36.224
-117.5;37.6
-116.455;36.446
-116.869;36.879
-118.5;40.255
-118.7;40.05
-120.211;43.947
-117.128;43.586
-117.125;43.542
-117.075;43.661
-103.83;44.676
-104.725;31.04
-97.109;29.718
-97.033;29.858
-97.202;29.746
-97.076;29.877
-97.367;29.492
-97.426;29.382
-97.448;29.511
-97.334;29.471
-111.866;39.1
-111.94;39.051
-111.933;38.922
-111.907;38.924
-105.537;41.248
-108.4;44.76
-108.291;44.839
-107.977;44.645
-108.376;44.821
-108.279;44.508
-108.432;44.824
-108.142;44.56
-104.062;44.83
-104.1;44.84
-104.13;44.85
-108.165;43.735
-106.7;43.75
-106.376;42.849
-106.362;42.85
-108;43.95
-107.916;44.018
-107.952;44.033
-104.672;44.12
-104.779;43.992
-104.8;44.162
-104.739;44.16
-113.217;39.707
-112.548;39.489
-117.393;36.261
-117.765;35.08
-116.676;34.825
-117.38;35.762
-117.395;35.706
-116.5;36.6
-93.241;33.249
-93.241;33.249
-92.718;33.173
-92.647;33.202
-92.688;33.151
-92.941;33.185
-86.433;43.939
-87.402;36.511
-86.548;33.545
-87.835;32.513
-88.137;30.608
-86.152;33.743
-86.607;33.178
-111.137;32.394
-112.123;34.749
-94.398;33.722
-118.866;34.834
-118.326;35.033
-118.5;35.13
-117.403;33.997
-117.338;34.063
-116.848;34.35
-117.338;34.597
-117.314;34.54
-122.137;37.463
-122.027;36.977
-122.402;40.572
-105.262;40.218
-104.999;38.383
-82.572;29.694
-82.457;28.658
-82.4;28.5
-82.457;27.95
-82.582;27.483
-80.308;25.763
-80.287;25.823
-82.86;29.953
-84.415;33.787
-83.637;32.406
-112.255;42.795
-89.033;41.333
-89.065;41.3
-89.555;41.722
-88.832;37.22
-86.417;40.75
-85.757;38.412
-86.472;38.733
-86.858;39.64
-93.176;43.16
-93.176;43.16
-90.75;41.486
-95.438;37.76
-95.686;37.205
-95.448;37.678
-95.849;37.541
-85.76;38.105
-69.183;44.078
-77.51;39.343
-77.172;39.557
-77.662;39.653
-83.442;45.065
-83.806;43.571
-85.262;45.315
-83.662;41.957
-83.163;42.278
-88.643;33.417
-89.533;37.31
-94.442;39.12
-90.388;38.227
-90.948;39.371
-91.317;39.667
-111.546;45.901
-111.978;46.465
-96.144;41.006
-114.494;36.641
-119.252;39.607
-106.392;35.064
-73.835;42.492
-73.863;42.227
-73.909;42.145
-73.608;43.309
-84.028;39.82
-84.742;41.18
-95.317;36.308
-96.593;34.873
-95.814;36.198
-117.456;44.593
-75.897;40.48
-79.747;40.733
-80.495;40.89
-80.343;40.892
-75.47;40.655
-75.398;40.725
-75.19;40.783
-75.312;40.74
-75.312;40.74
-76.704;39.949
-80.45;33.215
-80.45;33.215
-80.408;33.322
-103.228;44.08
-85.315;35.047
-83.877;35.99
-98.463;29.473
-98.463;29.473
-98.128;29.7
-98.128;29.7
-102.35;31.83
-96.757;32.318
-96.995;32.482
-96.995;32.482
-97.857;30.072
-97.246;31.482
-100.537;32.443
-112.358;39.748
-111.546;41.071
-80.002;37.629
-78.195;38.954
-122.346;47.765
-122.346;47.765
-122.474;48.737
-77.967;39.457
-105.585;41.312
-77.865;34.356
-97.434;27.804
-91.132;37.604
-90.692;37.482
-90.378;38.261
-109.892;45.388
-109.24;45.633
-110.083;45.508
-123.062;44.657
-76.126;40.348
-71.214;42.31
-75.666;40.341
-79.422;40.279
-87.082;32.383
-86.968;33.344
-86.54;33.548
-86.304;32.393
-84.994;32.445
-86.193;33.74
-86.241;33.588
-86.607;33.178
-88.194;32.559
-86.763;33.526
-112.082;33.431
-112.039;33.565
-93.424;35.474
-90.756;35.854
-90.293;35.112
-92.854;34.365
-93.355;35.496
-93.563;34.376
-94.393;35.358
-122.186;38.043
-117.238;33.814
-118.616;34.515
-121.316;38.901
-117.393;33.726
-117.338;34.597
-122.256;37.069
-122.317;40.739
-119.014;34.812
-105.081;39.481
-104.756;39.486
-104.963;39.449
-104.35;38.998
-104.472;39.345
-104.817;39.339
-105.35;38.498
-105.097;38.498
-106.044;39.297
-105.219;39.745
-105.109;39.519
-105.199;39.728
-105.231;39.756
-104.593;38.265
-104.494;38.182
-72.599;41.847
-81.752;30.067
-81.611;28.8
-83.612;32.794
-83.621;32.834
-84.958;32.406
-84.32;34.121
-82.342;36.361
-85.37;34.252
-81.644;30.356
-84.506;33.787
-81.952;33.451
-89.61;38.97
-88.84;41.11
-88.781;40.996
-86.417;40.75
-85.757;38.412
-86.382;39.526
-86.379;39.646
-87.472;39.941
-93.176;43.16
-94.188;41.588
-94.031;41.617
-96.356;42.411
-95.438;37.76
-98.769;38.455
-94.709;37.198
-94.773;37.297
-97.07;39.443
-97.6;39.546
-97.61;39.542
-97.705;39.503
-94.694;37.411
-98.09;38.709
-97.812;38.597
-95.448;37.678
-95.849;37.541
-82.752;38.376
-85.718;38.04
-83.122;38.433
-86.905;37.93
-85.719;38.09
-85.76;38.105
-83.858;37.883
-84.09;36.894
-93.183;32.378
-93.955;32.678
-91.438;30.533
-90.7;30.784
-89.773;30.27
-70.264;44.026
